cpu_utilization,memory_usage,disk_io,network_latency,process_count,thread_count,context_switches,cache_miss_rate,temperature,power_consumption,uptime,status,screen_brightness,cpu_frequency,power_saver_active
54.7,64.98,13.6,8.18,226,3164,23080,6.03,68.02,30.01,19.7,0,42.8,2058.5,0
43.2,67.27,17.27,20.1,193,4439,25452,15.29,62.42,30.07,27.99,0,88.8,2344.3,0
33.75,68.77,5.82,15.82,216,4968,26691,13.55,59.69,24.58,1.67,0,86.2,1641.7,1
28.01,55.11,3.53,10.27,237,3555,20643,11.86,54.99,21.49,247.78,0,92.9,1206.0,0
20.47,37.66,4.39,32.11,127,2794,15772,11.86,52.41,18.87,1.88,0,38.3,1912.4,0
19.78,44.28,1.31,10.05,82,1230,8540,12.95,53.38,20.16,3.53,0,54.2,951.6,0
42.01,63.98,9.55,13.48,323,7106,37791,12.26,57.73,29.03,30.77,0,94.7,1984.9,0
9.46,39.44,7.82,7.97,160,1920,10662,12.71,44.68,18.09,33.08,0,72.2,1551.3,0
6.83,53.47,0.1,11.92,61,732,4319,11.12,42.76,17.25,182.57,0,71.6,1183.1,0
37.34,39.74,29.11,7.86,301,3913,24374,7.51,55.28,26.03,39.29,0,23.6,2149.7,0
18.15,44.55,17.18,11.96,319,3509,20626,11.52,50.41,15.94,35.02,0,26.3,1596.9,0
46.88,37.72,8.88,6.78,208,3120,21203,12.88,61.07,24.59,2.6,0,36.4,1915.1,1
44.18,55.24,51.18,9.36,85,1955,14343,5.71,59.52,28.17,5.05,0,51.0,2242.7,0
27.31,33.05,42.34,8.3,291,4074,23276,16.15,53.33,19.94,33.0,0,42.5,1840.2,0
44.17,43.59,1.5,8.56,220,4400,25919,8.61,63.03,26.63,226.31,0,98.0,1813.8,0
45.15,67.77,14.32,7.39,209,1881,16545,24.79,60.21,28.35,16.68,0,40.9,2281.6,0
51.43,70.73,25.48,10.34,65,845,10716,6.62,68.7,35.93,123.23,0,70.3,2383.8,0
19.85,65.06,2.85,2.79,143,1859,11561,11.3,50.69,18.17,26.66,0,66.2,896.7,1
5.62,76.23,2.05,18.91,345,6555,32388,6.84,45.1,18.23,68.91,0,77.0,1060.6,0
1.31,35.21,4.51,14.93,166,1826,10503,4.86,39.51,13.59,88.44,0,28.6,871.1,0
44.22,53.63,4.92,15.06,292,3796,24801,11.27,57.16,29.21,4.78,0,85.0,2365.5,0
25.63,56.13,50.28,11.32,67,1139,9281,8.7,51.45,20.62,87.75,0,23.1,1548.5,1
12.01,84.28,22.74,26.64,151,3171,16814,10.62,43.36,20.52,74.15,0,52.2,1248.5,1
29.07,51.44,0.92,8.16,219,3504,21071,13.05,56.77,22.59,70.42,0,56.9,2007.2,0
24.84,67.02,23.16,4.52,68,1292,8874,7.23,54.77,17.36,46.1,0,26.8,821.9,1
27.31,80.4,2.79,14.66,103,1751,10974,5.32,54.93,24.3,33.86,0,76.4,2018.6,0
23.1,56.95,6.63,39.12,318,6042,31078,4.87,56.61,20.31,40.98,0,95.3,1479.1,1
39.78,47.96,5.75,29.65,287,4592,26710,5.77,59.12,25.28,15.73,0,61.0,2127.0,0
12.28,49.26,4.77,21.56,322,2576,16990,9.25,45.28,17.81,87.12,0,36.0,986.4,0
24.43,29.33,5.54,48.52,69,1242,8759,14.04,51.73,19.86,22.48,0,36.7,1866.1,0
16.91,48.11,21.05,9.73,315,4410,24297,14.23,47.14,16.14,79.85,0,28.2,1113.6,0
36.3,33.68,4.65,9.44,205,3895,23807,4.68,55.66,26.31,146.84,0,93.5,1982.0,0
15.94,66.73,24.2,10.64,92,1012,6591,14.88,52.47,20.85,201.85,0,86.5,1628.3,0
9.8,31.57,1.43,2.77,149,3427,17367,2.15,41.92,17.93,62.93,0,92.9,853.6,0
32.59,60.88,13.56,29.78,98,882,8760,8.83,58.13,21.61,213.25,0,88.6,1291.8,0
30.65,72.07,29.82,12.37,243,3645,20953,5.76,58.49,25.02,6.47,0,69.0,2170.7,0
7.67,65.93,1.24,8.48,140,3220,16021,10.4,47.04,20.49,143.42,0,94.4,1302.5,0
47.29,47.75,15.11,10.94,166,2822,18892,15.76,62.21,31.5,21.76,0,79.5,2086.4,1
31.57,66.46,10.75,6.97,125,1250,9610,5.04,55.26,26.95,6.25,0,93.4,2199.7,0
20.63,55.15,6.05,12.66,160,1440,9565,11.48,50.49,20.29,70.83,0,52.4,1010.6,1
3.87,48.14,1.59,9.02,155,2480,12278,8.29,41.08,18.03,47.84,0,90.8,1278.1,0
41.69,49.55,16.93,9.28,326,3912,25221,9.53,62.26,23.4,23.24,0,83.3,1305.7,0
30.53,61.64,5.55,7.21,82,1558,11017,10.8,53.68,26.07,109.02,0,90.2,1954.2,0
36.04,31.65,6.21,12.51,234,3510,20789,8.81,55.7,26.94,234.6,0,97.3,2188.7,0
31.97,47.44,18.97,9.02,119,1785,12413,5.12,57.01,23.26,15.37,0,72.9,1782.4,1
6.04,60.62,43.6,27.54,179,3759,18654,15.94,44.08,17.82,15.72,0,45.4,1305.4,1
21.77,47.31,6.09,16.84,111,1998,12408,6.01,44.71,16.08,9.17,0,21.8,1175.7,0
42.34,35.62,20.6,5.56,91,1911,13489,10.29,55.58,30.8,312.51,0,75.0,2498.4,0
8.58,41.63,47.06,17.6,307,3377,19839,3.97,41.78,17.24,40.61,0,78.5,800.0,1
24.11,57.58,1.54,14.96,225,4050,21708,7.65,52.97,18.76,29.49,0,74.7,1308.9,0
10.68,62.24,11.3,12.71,105,2100,10361,7.64,44.87,20.92,59.96,0,73.0,1085.6,1
39.4,71.27,0.17,11.09,121,1210,11427,9.78,57.23,24.11,111.24,0,25.0,2168.1,0
25.57,66.71,26.16,24.68,219,3942,21647,6.18,55.49,22.15,71.43,0,87.2,1159.5,0
38.41,66.54,5.07,6.27,157,2041,15401,9.69,59.77,23.9,53.55,0,98.0,1650.9,1
36.61,26.18,6.07,11.69,85,1190,9916,5.64,54.89,23.76,102.87,0,59.0,2138.1,0
58.16,66.29,17.44,4.46,128,1792,16318,15.16,70.66,37.21,167.52,0,48.8,2581.2,0
56.22,47.24,23.35,16.78,336,4032,28651,9.69,66.1,38.28,70.93,0,83.8,2652.5,0
8.84,33.38,7.66,11.72,254,3556,19506,17.62,46.72,14.38,41.96,0,53.0,1339.9,0
34.46,63.37,16.43,6.76,217,1953,14918,9.6,57.56,25.18,43.21,0,23.8,2152.3,0
60.96,57.68,46.97,13.61,192,3072,22176,17.29,67.0,31.55,5.49,0,60.4,1814.7,0
31.41,68.27,32.69,27.62,275,2750,18570,5.29,58.33,24.19,31.49,0,65.4,2184.7,0
64.79,46.98,18.12,13.02,239,5497,33544,9.25,66.1,42.68,29.74,0,99.4,2659.1,0
22.65,54.91,42.99,4.74,75,1650,10169,12.97,54.69,20.66,127.28,0,55.4,1469.1,1
45.32,27.99,31.3,12.05,193,1544,14021,9.49,58.2,25.67,139.98,0,50.3,1912.3,1
59.96,84.41,19.59,14.54,227,2270,19736,7.68,66.82,44.67,42.15,0,86.8,2856.5,0
13.62,34.93,37.38,8.04,213,2556,15586,7.47,42.82,18.12,73.05,0,20.2,1233.8,1
23.61,42.85,25.51,46.15,188,1504,11804,5.87,54.28,19.67,10.09,0,58.2,1491.7,1
60.47,39.54,10.46,5.11,245,3185,24299,9.38,66.55,41.97,43.66,0,72.4,2827.7,0
29.2,58.1,10.47,2.65,241,5302,28235,8.57,55.08,23.43,135.14,0,83.5,2010.6,0
40.04,42.28,0.13,6.94,297,5643,31782,4.81,56.24,23.73,8.53,0,43.9,2132.5,0
45.08,71.17,0.46,3.78,319,2552,20494,10.33,58.98,26.47,47.27,0,53.9,2062.4,1
18.48,59.72,20.57,21.47,233,4660,24827,12.35,52.64,19.38,10.23,0,23.7,1578.6,0
41.02,32.65,12.14,23.03,345,5865,33635,17.18,62.85,24.19,42.63,0,37.8,1754.7,1
34.97,66.7,21.47,4.63,337,4381,26184,6.55,53.69,28.45,5.05,0,87.8,2076.6,0
17.56,68.68,44.84,6.34,227,3859,21957,6.14,49.5,21.71,32.79,0,75.2,1707.1,0
20.53,44.07,9.04,5.88,306,2448,17587,11.44,47.64,18.82,268.16,0,82.0,1527.5,0
60.86,37.83,1.39,12.02,192,2880,21992,8.85,68.65,29.58,90.57,0,32.8,2010.0,0
14.17,60.98,14.77,16.15,302,6040,30042,11.35,46.72,17.05,157.15,0,37.0,1306.5,1
43.59,64.88,1.58,29.88,262,5502,30949,9.12,59.61,29.26,154.18,0,50.4,2397.0,0
30.82,39.95,14.57,15.72,336,3024,21137,10.35,58.61,21.26,160.45,0,89.2,1264.6,1
45.5,68.85,11.25,9.95,347,3123,22744,13.27,68.18,26.24,25.5,0,72.6,1761.4,1
42.75,46.39,18.68,9.69,193,1737,14809,12.58,61.15,24.27,23.04,0,46.0,1886.0,1
27.82,72.75,6.48,12.92,107,856,8005,4.91,56.91,21.45,34.11,0,21.6,1847.9,0
18.52,31.3,2.33,13.39,282,2538,16650,8.09,48.56,19.82,17.13,0,77.4,1903.4,0
55.53,44.0,4.04,11.32,338,5070,32208,14.14,63.0,20.99,37.73,0,25.7,1241.9,1
50.32,51.87,17.26,12.92,129,1935,16084,12.64,66.1,30.89,51.78,0,31.5,2296.9,0
32.18,40.13,9.76,12.01,209,4180,23130,18.15,52.89,24.29,35.66,0,87.6,2071.1,0
29.4,54.53,11.67,5.1,104,1352,10202,16.11,55.07,21.59,42.39,0,25.8,1829.5,1
12.54,49.8,5.85,13.31,117,2574,13203,10.83,46.91,19.88,167.18,0,40.6,1630.2,0
44.44,51.85,27.18,7.21,99,2178,15188,9.61,61.31,28.45,4.37,0,30.2,2417.4,0
57.58,48.94,112.72,13.79,93,1860,15782,18.4,61.79,39.85,121.02,0,53.2,2717.3,0
12.38,35.64,5.61,16.34,289,6069,29778,4.49,46.93,16.21,155.88,0,66.9,1091.2,1
14.17,54.66,19.02,24.69,258,2838,16318,8.62,46.44,15.73,4.05,0,37.4,1361.1,1
18.73,53.12,2.81,11.94,60,1020,7318,9.36,46.84,20.13,18.41,0,81.8,1420.8,0
19.13,39.87,20.35,8.31,81,891,5965,11.19,52.79,19.76,88.54,0,25.9,1615.2,0
27.5,73.74,8.45,20.22,291,4365,24842,14.48,52.63,21.85,162.05,0,74.4,1067.3,0
25.95,59.72,13.94,12.66,254,3810,22698,8.8,53.4,22.84,29.4,0,64.9,1714.3,0
11.6,65.79,4.07,39.57,255,4845,25272,4.23,49.7,16.48,31.42,0,38.5,1487.1,0
58.79,42.87,28.62,5.2,186,2790,21301,7.79,71.48,33.93,171.56,0,28.2,2247.1,0
14.18,20.37,2.86,8.6,268,6164,30173,15.37,47.4,20.89,19.38,0,94.8,1747.2,0
26.71,81.16,39.59,7.94,286,6578,34143,8.02,53.31,23.29,14.92,0,98.2,1460.0,1
16.93,57.53,0.95,36.84,274,4658,25824,24.15,50.83,20.0,80.04,0,63.7,1626.9,0
50.51,60.45,5.09,16.01,280,3080,22753,21.11,63.87,34.17,14.49,0,46.2,2678.4,0
21.52,59.81,12.42,3.96,311,2799,18852,9.09,56.04,20.34,23.41,0,34.5,1753.5,0
30.27,60.99,29.33,4.15,257,2570,18764,11.54,54.26,24.65,37.51,0,39.8,1836.1,0
60.43,39.04,12.91,20.4,306,6120,36638,8.8,63.29,42.05,7.07,0,87.8,2822.6,0
22.64,39.57,3.65,6.46,109,1090,8343,16.11,54.39,17.6,74.93,0,32.2,1703.9,0
33.0,39.61,29.39,12.22,83,1826,11593,8.76,53.38,21.5,123.07,0,55.0,1011.7,1
15.53,63.27,13.6,10.76,125,1625,10592,5.22,54.25,18.51,125.44,0,96.3,1366.5,1
26.4,36.8,3.97,39.92,181,1448,11258,8.62,52.27,21.66,73.77,0,99.4,1611.7,1
38.71,32.07,12.38,10.57,138,1104,11360,12.83,57.33,24.6,46.74,0,43.1,2352.8,0
12.2,45.36,16.87,9.46,264,5016,24897,22.27,46.15,17.05,30.74,0,58.6,989.8,0
23.07,50.92,17.12,17.09,69,690,6303,7.23,49.93,21.34,0.47,0,31.2,1750.3,0
33.74,54.25,19.31,23.74,81,810,8901,12.64,56.61,21.33,157.46,0,44.2,1568.8,0
7.24,47.71,33.91,13.11,280,2520,14124,18.7,42.57,16.34,1.58,0,25.6,1055.0,1
37.82,62.26,26.13,3.07,300,3300,23400,9.83,56.23,28.02,55.53,0,75.6,2439.2,0
31.94,72.5,14.04,19.79,145,1740,12292,8.58,57.25,23.91,13.62,0,23.3,2047.0,0
19.73,55.74,0.49,5.4,63,1134,7570,7.22,57.13,19.75,69.17,0,28.9,1376.3,1
28.72,72.43,20.77,4.85,125,1250,10187,11.0,54.33,23.03,7.08,0,66.8,1468.3,1
60.08,63.25,55.31,9.07,244,3416,24383,11.15,69.9,33.47,58.49,0,62.7,2102.6,1
9.71,40.67,5.47,13.13,147,2499,12944,10.91,40.36,19.38,111.08,0,81.6,1016.1,0
27.5,42.3,14.01,29.23,341,5797,32419,8.15,50.71,17.96,53.43,0,28.8,1429.1,1
50.46,41.54,21.96,3.59,81,972,10861,19.53,64.11,32.81,13.79,0,59.3,2502.3,0
15.95,52.14,15.29,13.37,261,2871,17827,10.85,43.78,19.42,68.43,0,89.7,800.0,1
21.44,50.82,38.37,29.56,121,1089,8234,4.01,53.61,17.76,61.11,0,60.2,1027.4,0
46.32,63.92,9.62,11.46,334,5344,31181,6.99,62.57,27.2,158.76,0,99.0,1839.4,0
27.81,52.65,11.38,19.35,228,2280,16261,21.62,54.71,21.07,2.66,0,73.3,1478.5,0
18.5,58.72,0.58,18.39,81,1296,9232,3.99,56.7,18.02,95.14,0,37.6,1785.7,0
11.46,37.48,34.57,8.66,86,688,5470,12.25,44.41,15.12,40.91,0,35.0,1390.7,0
42.29,58.62,4.56,17.54,189,3402,22712,4.55,60.22,21.52,43.39,0,59.7,1114.5,1
64.41,47.82,57.54,13.07,336,3360,26098,8.38,66.81,46.62,249.3,0,59.0,2917.6,0
30.83,46.73,3.39,10.07,148,2516,16102,18.66,53.35,21.33,31.98,0,86.9,1518.4,1
41.06,45.3,4.38,31.75,81,1782,12956,9.61,62.6,29.42,64.49,0,26.9,2438.5,0
19.61,77.67,9.94,10.97,218,4796,24566,7.7,54.17,22.15,21.89,0,70.2,1052.4,1
13.89,37.3,16.2,30.15,232,4408,23368,4.23,47.13,21.5,33.44,0,98.8,1744.8,0
9.85,65.15,8.72,9.93,60,1080,7207,3.66,42.77,18.82,59.77,0,57.6,978.8,1
36.73,54.3,6.5,11.28,74,814,9312,7.76,60.79,21.84,398.61,0,77.6,1283.7,0
50.74,34.6,11.65,10.59,217,2170,17603,16.69,63.36,28.13,62.56,0,98.5,1839.0,1
23.65,50.54,47.66,22.87,328,4264,24606,20.15,47.33,23.52,18.56,0,76.7,1760.1,0
40.56,19.95,49.03,7.25,137,1918,13785,9.66,60.43,24.85,240.65,0,49.1,2166.9,0
26.49,80.79,5.96,16.07,93,1488,11318,5.27,53.34,25.97,22.32,0,77.9,1866.5,0
38.08,49.48,17.1,15.44,212,3392,21985,12.31,56.49,26.49,62.76,0,25.7,2409.4,0
22.53,71.73,19.2,15.5,92,1288,9455,14.41,53.57,21.17,2.94,0,50.0,1867.1,0
4.52,75.19,15.89,41.65,294,5880,28795,4.99,49.16,19.83,43.28,0,72.0,1440.2,0
16.44,46.48,1.8,10.72,144,2448,14234,14.55,49.78,19.3,204.61,0,74.7,942.3,0
19.14,55.44,11.63,62.75,177,2478,14421,4.62,52.73,19.02,1.79,0,27.9,1554.6,0
26.16,57.78,21.61,23.88,283,6226,31758,5.89,56.21,19.61,24.64,0,48.6,1420.0,1
35.64,83.5,3.36,5.11,75,1275,10605,11.25,58.6,25.97,74.97,0,36.8,1829.1,0
8.07,52.13,6.42,6.15,128,2304,12448,3.91,45.62,16.63,87.88,0,23.5,1487.4,0
10.85,54.19,3.42,22.56,214,2140,13033,10.19,45.76,16.74,51.45,0,30.2,954.9,0
24.55,34.01,32.7,7.79,78,1170,8998,8.21,53.42,17.44,106.88,0,48.4,1039.4,0
54.54,41.59,29.34,14.12,337,3033,24148,9.32,66.09,35.22,26.73,0,50.6,2740.4,0
33.55,47.5,2.78,8.04,244,4880,27676,5.09,54.94,25.95,29.04,0,82.8,2049.8,0
11.19,74.52,21.44,9.23,285,6270,30169,3.87,50.72,16.02,57.58,0,27.4,1021.8,1
7.86,83.4,6.79,10.45,153,2754,13138,4.31,46.24,16.78,43.4,0,47.1,1213.0,0
22.32,62.52,17.38,22.01,201,2211,13972,11.38,49.52,22.52,27.84,0,94.4,1585.9,0
23.93,60.26,10.2,10.64,194,1940,13751,6.27,53.94,20.64,5.17,0,32.1,1391.5,1
46.92,65.27,9.58,28.68,169,3211,19955,10.77,61.03,28.5,2.55,0,21.9,2502.6,0
10.93,44.73,31.97,6.79,277,6371,30993,7.52,52.6,16.07,93.57,0,32.6,1313.5,0
35.08,75.85,15.2,19.62,152,2888,18493,11.74,56.46,23.14,11.79,0,97.0,1106.1,0
11.47,33.53,4.03,13.85,325,7475,36153,7.56,45.79,15.62,8.07,0,60.8,1347.3,0
52.1,48.18,1.76,5.81,107,1712,15044,12.8,62.98,30.46,55.86,0,71.3,2411.1,0
46.29,64.8,40.64,8.55,105,1365,12323,7.2,62.29,27.22,94.1,0,27.9,2219.6,0
44.58,47.78,2.5,11.35,169,3549,22227,10.4,59.99,26.41,194.96,0,53.7,2053.7,1
45.07,92.03,19.87,25.63,146,2044,15725,6.45,60.8,32.84,70.55,0,61.1,2453.8,0
20.78,65.01,10.27,11.3,261,3393,19559,5.68,49.71,18.67,194.21,0,58.8,1343.4,1
55.31,69.75,2.26,42.13,298,6854,37924,6.82,66.77,42.27,53.58,0,88.8,2958.6,0
24.14,43.62,22.49,10.06,341,5115,27696,12.24,49.65,20.7,66.3,0,36.2,1574.9,1
35.22,69.47,35.23,12.92,305,2440,19031,15.28,58.88,22.73,116.36,0,51.6,1543.0,0
56.23,67.15,1.94,26.93,62,1240,12831,22.75,63.28,23.91,78.66,0,70.7,1554.5,0
6.6,78.47,1.04,5.72,164,2296,11962,7.76,44.2,19.75,53.03,0,83.5,1342.0,1
47.8,22.12,28.44,25.05,133,1729,14093,20.35,59.93,28.79,55.17,0,60.1,2172.4,0
36.2,43.29,10.43,8.25,88,704,8488,20.72,55.07,25.21,55.19,0,75.9,1774.2,1
40.16,60.05,16.84,10.59,202,4646,26568,10.35,61.96,23.86,31.04,0,24.1,1941.9,1
14.48,60.49,8.74,14.16,149,2831,15011,8.05,50.1,16.29,38.61,0,37.3,1443.2,0
14.85,54.32,7.98,7.5,341,6820,33860,8.13,45.17,16.55,80.28,0,21.4,1525.8,0
26.73,32.08,5.34,60.15,95,760,7645,10.28,50.31,23.13,14.98,0,74.5,1897.7,0
26.65,57.95,12.41,13.93,63,504,6118,11.81,51.35,20.59,196.82,0,24.1,1859.7,0
20.17,59.63,2.61,13.23,301,3913,22262,4.38,51.84,19.86,136.93,0,50.6,1416.6,1
51.91,54.95,18.95,8.55,344,6536,37566,11.14,64.74,30.98,64.44,0,29.6,2502.1,0
1.26,54.45,11.96,5.45,303,3030,15588,7.68,45.1,15.68,38.85,0,21.3,800.0,0
23.01,69.13,28.21,24.09,81,1053,8364,6.9,52.63,22.36,144.05,0,81.5,1680.1,0
8.92,52.69,38.08,10.35,249,5478,27098,14.41,49.36,19.65,79.97,0,81.2,1254.2,1
54.37,36.25,34.63,14.86,270,5400,31989,9.25,62.79,34.43,134.44,0,20.9,2512.5,0
33.81,76.05,13.79,6.78,314,5024,29583,7.56,57.39,21.88,35.87,0,34.9,1952.1,0
22.1,75.21,5.76,19.85,164,1804,11963,7.53,50.87,20.47,134.55,0,57.3,1466.6,1
12.23,54.41,6.63,10.09,135,3105,15967,12.85,46.66,20.44,3.11,0,99.5,882.0,0
32.72,68.13,15.86,4.52,241,1928,14757,12.14,58.03,20.88,6.04,0,29.3,1664.4,0
10.0,32.14,18.67,10.24,293,5274,26699,5.09,40.92,15.16,189.11,0,32.5,1510.8,0
33.76,52.83,2.64,19.44,178,1602,13001,5.88,60.88,26.32,37.91,0,94.5,2035.8,0
58.29,29.29,92.84,17.33,198,2376,18851,7.14,67.09,34.89,235.7,0,41.9,2352.4,0
54.9,71.87,1.71,15.34,316,4424,29242,18.22,66.24,39.48,88.52,0,82.3,2620.7,0
14.44,32.56,14.01,11.93,124,1488,9713,3.15,45.0,12.53,64.83,0,26.3,1186.2,1
53.98,48.83,11.36,12.47,311,5909,34661,12.37,64.48,35.9,39.93,0,75.3,2581.0,0
4.91,58.24,13.41,8.73,194,4268,20002,10.45,45.16,17.91,188.05,0,62.2,800.0,1
22.69,67.36,11.45,24.46,218,2834,17684,9.3,49.61,18.48,105.75,0,49.4,1505.2,1
15.07,62.91,0.89,11.82,183,3477,18603,4.16,45.85,20.05,44.78,0,77.0,1665.2,0
3.98,72.14,82.54,8.89,188,1504,10282,5.47,48.79,20.05,27.01,0,76.3,1272.9,0
42.0,67.06,59.67,35.69,213,2556,17885,13.6,56.45,28.98,55.57,0,57.7,1816.4,1
47.03,74.63,11.15,25.61,344,4472,28711,8.56,63.22,36.05,72.43,0,93.7,2600.4,0
45.93,28.67,3.5,12.91,222,1776,16994,12.78,59.25,29.09,68.19,0,60.4,2167.2,0
29.29,47.73,3.03,9.87,96,864,8854,5.01,57.01,22.84,62.35,0,73.2,1662.6,0
32.53,61.77,0.88,10.05,325,4225,25759,10.65,52.1,24.69,29.82,0,82.0,1648.4,1
60.83,78.61,14.2,6.83,256,5120,31089,12.29,67.96,35.31,145.87,0,67.5,2188.8,1
22.8,47.42,9.76,21.58,173,2422,15414,6.53,51.8,18.33,99.78,0,36.6,1796.4,0
32.86,84.48,8.08,36.72,63,567,6920,10.91,60.39,23.43,21.47,0,28.7,1957.6,0
18.89,60.3,11.17,17.18,258,2064,14177,18.56,51.13,16.9,74.63,0,30.4,1200.8,1
47.59,44.33,30.94,30.91,305,3965,26999,6.24,66.72,24.96,182.03,0,37.5,1321.6,1
46.2,37.68,1.1,20.42,186,4278,26054,10.24,60.84,29.5,98.8,0,45.0,2524.9,0
33.55,66.04,11.78,5.04,174,3828,22028,14.73,56.45,20.98,136.82,0,87.4,1688.6,1
29.13,45.4,18.11,29.31,194,3492,20237,9.43,57.07,20.4,38.06,0,48.6,1593.4,1
30.1,50.92,52.95,10.65,236,4012,22291,9.9,58.83,23.16,58.91,0,30.4,2238.6,0
32.72,57.43,20.19,13.89,248,5456,29703,5.63,54.27,22.35,22.89,0,35.8,1517.6,0
6.76,57.99,11.91,7.06,201,4221,20706,6.62,47.53,20.97,17.14,0,66.8,1146.0,0
33.28,83.69,21.84,4.25,259,5957,32008,8.06,62.18,24.16,84.76,0,47.5,1671.2,1
56.89,60.91,87.43,8.39,211,3798,23839,7.23,70.26,31.06,51.5,0,50.8,2008.6,1
16.87,45.93,32.94,14.36,110,1320,8430,7.55,47.78,16.45,52.16,0,48.6,1507.1,0
32.35,43.8,1.4,13.16,90,900,8531,6.5,55.37,24.25,26.15,0,58.4,2085.7,0
25.95,80.01,12.83,19.65,310,5580,30123,6.78,60.07,21.37,7.87,0,64.1,1031.7,1
21.07,47.27,23.16,14.5,189,3969,21214,14.64,51.15,22.15,60.23,0,65.6,1794.7,0
44.54,63.77,16.72,13.35,150,2400,16887,13.76,59.3,32.14,51.34,0,66.1,2327.0,0
19.25,57.88,8.09,8.79,230,1840,13178,13.5,45.79,18.71,54.13,0,29.9,1388.5,1
42.16,61.31,5.84,41.04,312,6864,37987,6.68,61.25,29.89,10.03,0,83.9,2093.6,1
31.48,75.97,14.79,39.72,147,2352,15496,9.37,60.05,22.05,140.2,0,27.0,1905.5,0
8.92,59.24,7.97,14.31,238,1904,12585,6.59,44.35,17.74,5.59,0,43.9,1500.2,0
18.14,67.26,7.46,5.31,326,7172,35743,6.39,50.04,20.32,109.05,0,97.2,1517.3,0
28.89,59.59,27.19,15.21,236,4720,25779,6.3,52.29,23.56,29.84,0,99.2,1628.5,0
19.12,48.2,5.69,5.72,75,1050,7454,12.79,47.48,18.72,173.92,0,57.4,1244.6,0
25.46,62.41,15.53,5.27,175,4025,21798,6.51,53.41,23.27,43.5,0,67.5,1957.2,0
26.26,45.24,31.0,22.19,280,2240,16902,5.05,53.22,22.24,150.47,0,99.3,1133.8,0
18.69,37.55,14.58,7.3,228,4560,24493,4.02,40.07,17.55,5.23,0,60.3,1220.0,1
12.36,63.72,10.18,9.07,258,5160,26452,17.84,45.55,18.3,88.14,0,69.0,927.9,1
35.91,61.96,0.54,21.13,75,975,9414,6.32,58.98,25.83,45.0,0,42.7,1838.1,1
0.72,60.42,17.17,16.2,287,6601,31174,4.45,43.9,14.27,45.54,0,61.0,918.0,0
22.54,54.66,90.03,18.55,70,1260,8568,15.86,53.84,20.75,265.5,0,25.3,1597.0,0
36.83,53.92,24.79,35.87,270,5400,30641,10.21,56.52,24.92,20.64,0,87.6,1875.6,0
47.01,38.75,15.1,8.85,309,4944,30621,10.79,65.02,30.02,111.19,0,71.7,2479.0,0
23.34,27.06,9.5,14.94,67,938,7507,4.53,48.95,16.58,56.4,0,21.4,1603.0,1
60.46,68.32,3.81,30.01,327,6213,36602,8.53,67.15,41.32,36.86,0,20.7,2832.3,0
11.16,68.12,17.67,7.0,120,2760,13906,8.02,47.9,22.7,30.38,0,84.6,1530.2,0
29.18,51.24,2.93,11.26,242,4356,23847,5.86,52.84,20.0,9.56,0,94.2,1007.2,1
24.37,77.08,32.71,20.45,200,4400,23286,7.21,56.1,24.4,223.13,0,50.2,1465.2,1
9.12,62.5,6.55,5.82,222,4440,21445,21.38,43.15,19.88,7.06,0,31.0,1532.3,0
34.24,60.07,7.66,13.99,280,5040,27970,7.17,60.2,25.06,13.6,0,89.0,1968.8,0
26.14,85.26,3.65,10.25,79,1027,8633,12.05,56.64,22.8,90.88,0,61.9,1539.4,1
10.55,36.18,9.86,7.07,113,1356,8078,3.06,46.84,17.37,398.53,0,34.1,930.7,1
33.94,54.29,17.11,25.08,126,2520,15438,6.36,58.72,25.33,49.04,0,98.9,2122.6,0
6.67,42.22,5.41,21.14,250,2500,14564,1.91,44.37,18.03,2.13,0,45.7,1100.7,0
39.48,49.48,18.15,16.79,179,3222,20358,14.06,58.61,24.76,17.5,0,66.9,2270.9,0
17.02,53.99,14.54,18.63,130,1170,7823,8.47,52.68,16.56,38.36,0,27.7,1012.9,1
69.12,54.33,6.99,9.58,324,2916,25041,9.77,72.1,47.88,226.8,0,52.9,3030.5,0
17.02,38.9,5.63,12.58,177,2832,16251,7.8,48.23,18.88,10.03,0,68.1,1290.4,1
25.97,56.02,29.63,7.44,248,4960,25880,3.9,51.72,24.07,167.54,0,98.4,1701.2,0
34.09,42.63,0.18,19.37,246,2460,18590,15.98,57.1,21.56,21.21,0,54.2,1674.6,1
19.36,72.95,18.88,7.08,235,3290,19936,5.37,51.34,19.81,0.93,0,32.4,1910.4,0
44.21,66.47,8.1,9.03,76,1596,13537,12.94,58.83,29.28,6.04,0,63.9,2168.8,0
29.18,60.16,18.97,6.6,258,5418,28590,9.95,56.04,21.57,57.82,0,47.9,1731.1,0
4.32,47.86,10.62,13.88,110,2530,11415,24.24,41.68,17.95,248.57,0,69.6,1171.2,0
8.53,57.32,1.31,10.43,128,1408,8036,4.5,41.37,17.7,31.61,0,82.7,1350.2,0
47.38,65.6,60.3,15.51,147,3087,20724,16.01,65.91,30.14,40.51,0,20.6,2442.7,0
27.4,49.89,1.35,8.18,266,3724,22180,9.82,54.75,20.39,101.58,0,48.0,1804.7,0
23.74,31.15,2.59,7.74,244,3172,19643,18.18,47.56,18.71,41.08,0,48.9,1772.3,0
26.71,65.79,8.18,15.84,144,2592,16026,7.41,59.06,22.32,172.82,0,60.9,1811.6,0
